title,price,condition,review,city,date,href
MacBook pro 13-inch 2019,1 000 €,Būklė: naudota,"Sveiki parduodu MacBook pro 13-inch 2019 , turi šiokių tokių įbrėžimu , bet naudoti netrukdo , buvo pirktas naujas. Kaina šiek tiek derinama.",Jurbarko r.,liepos 26 d.,https://skelbiu.lt//skelbimai/macbook-pro-13-inch-2019-56287745.html
"Apple MacBook Pro 13"" (early 2015)",390 €,Būklė: naudota,"Processor 2,7 GHz Dual-Core Intel Core i5
Memory 8 GB 1867 MHz DDR3
Graphics Intel Iris Graphics 6100 1536 MB
Storage 256 GB
Naudotas",Vilnius,liepos 26 d.,https://skelbiu.lt//skelbimai/apple-macbook-pro-13-early-2015-54619033.html
MacBook pro 2016,700 €,Būklė: naudota,Macbook pro 2016,Vilnius,liepos 24 d.,https://skelbiu.lt//skelbimai/macbook-pro-2016-56372689.html
Parduodame MacBook pro 2015m. Vidurio. 13inch.,350 €,Būklė: naudota,"Gerai išlaikytas ir puikiai veikiantis macbook pro 2015m. Vidurio. 13inch. 
Ekranas nenutrintas gražus. Dugnas siektiek patrintas ir viena gumele nusidevejusi. Matosi nuotraukose. 
Viskas veikia kaip priklauso.
120gb ssd 
2,7ghz i5...",Vilnius,liepos 24 d.,https://skelbiu.lt//skelbimai/parduodame-macbook-pro-2015m-vidurio-13inch-56339509.html
"Pirksiu MacBook Air 13 , nauja",1 040 €,Būklė: nauja,"Pirksiu nauja neispakuota Macbook air13 , mokesiu amie 800",Elektrėnai,liepos 23 d.,https://skelbiu.lt//skelbimai/pirksiu-macbook-air-13-nauja-56363015.html
MacBook air M1 Cpu 8core Gpu/8gb/512gb silver,1 040 €,Būklė: naudota,"Naudotas minimaliai. Pirktas ir aktyvuotas:  Birzelio 13 2021, garantija iki 2022 birzelio 13.
Su garantija, deze ir viskuo kas priklauso naujam kompui.
SN: C02FG38RQ6L8
Europinis ne JAV modelis su europiniu pakroveju.",Kaunas,liepos 22 d.,https://skelbiu.lt//skelbimai/macbook-air-m1-cpu-8core-gpu-8gb-512gb-silver-55758545.html
MacBook,100 €,Būklė: naudota,Parduodu geros kokybės macbook pro (15-inch early 2008  su pakrovėju siunciu,Vilnius,liepos 22 d.,https://skelbiu.lt//skelbimai/macbook-56265409.html
Apple MacBook naudotas kompiuteris,60 €,Būklė: naudota,Parduodu naudotą Apple kompiuterį.,Kaunas,liepos 22 d.,https://skelbiu.lt//skelbimai/apple-macbook-naudotas-kompiuteris-56340035.html
"MacBook Pro Retina 2015 13"" inch 128gb",199 €,Būklė: naudota,"Macbook Pro Retina 2015 13"" inch 128Gb. Viskas veikia, išskyrus ekraną (sutrenktas į kampą, todėl įjungus matomos linijos - foto). Visa kita veikia sklandžiai (naudojau pasijungus kitą ekraną). Taip pat yra ir pakrovėjas bei originali...",Kaunas,liepos 22 d.,https://skelbiu.lt//skelbimai/macbook-pro-retina-2015-13-quot-inch-128gb-55385533.html
MacBook pro 13.3,830 €,Būklė: naudota,Macbook pro 2018 i5/8gbram/256gb touchbar 4tb portai nedaug naudotas. Visi priedai ir ideklas.,Klaipėda,liepos 21 d.,https://skelbiu.lt//skelbimai/macbook-pro-13-3-56283687.html
"Parduodamas MacBook Pro 13.3"" M1 chip 256gb 2020",1 400 €,Būklė: nauja,Yra garantinis. Kaina galutine.,"Vilnius, ...",liepos 21 d.,https://skelbiu.lt//skelbimai/parduodamas-macbook-pro-13-3-m1-chip-256gb-2020-56325373.html
"MacBook Air (13-inch, 2019, i5) su garantija!",700 €,Būklė: naudota,"MacBook Air (Retina, 13,3-inch, 2019), 8GB, 128 GB SSD, 1,6 GHz, su i5 (Turbo Boost 3,6 GHz) procesoriumi!
Baterija laiko visą dieną. Parduodu, nes nusipirkau MacBook su didesniu ekranu.

Pirktas iDeal parduotuvėje, garantija galioja iki 2021...",Vilnius,liepos 21 d.,https://skelbiu.lt//skelbimai/macbook-air-13-inch-2019-i5-su-garantija-55096353.html
MacBook Pro 13 / M1 / 8gb / 512 SSD.,1 200 €,Būklė: naudota,"Paruodu labai mažai naudota MacBook Pro 13.

Apple MacBook Pro 2020
M1
8GB Ram
512GB SSD
8CORE CPU

taip pat pridėsiu dekliuką ir USB miltfunkcini adapteri.",Klaipėda,liepos 21 d.,https://skelbiu.lt//skelbimai/macbook-pro-13-m1-8gb-512-ssd-56248973.html
MacBook Air 13-inch,350 €,Būklė: naudota,Mažai naudotas su visais priedais pukiai veikiantis,Kazlų Rūda,liepos 20 d.,https://skelbiu.lt//skelbimai/macbook-air-13-inch-56304275.html
MacBook pro 13 8gb/240ssd,250 €,Būklė: naudota,"Idealios būklės, kaip naujas macbook. Baterija laiko 4-5 val. Komplekte originalus pakrovejas","Kaunas, ...",liepos 20 d.,https://skelbiu.lt//skelbimai/macbook-pro-13-8gb-240ssd-56246921.html
Apple MacBook Pro early 2015,460 €,Būklė: naudota,"Parduodamas naudotas, tačiau puikiai išsilaikęs macbookas. Kartu yra ir kroviklis",Vilnius,liepos 20 d.,https://skelbiu.lt//skelbimai/apple-macbook-pro-early-2015-56186717.html
MacBook Air 2019 256,580 €,Būklė: naudota,"Macbook Air 2019 13.3
i5(1.6GHz)/8GB/256GB
39 krovimo ciklai.
Kaina 580 .
Galimas siuntimas!
Mus rasite Janonio g. 2/ H. Manto g. 41, Klaipėda.
Tel. nr, 868303305","Klaipėda, ...",liepos 19 d.,https://skelbiu.lt//skelbimai/macbook-air-2019-256-56133567.html
MacBook pro 13 2012 Mid,215 €,Būklė: naudota,"Veikia kaip priklauso. Baterija apie 2-3valandas laiko. Yra keli ilenkimai ant viršaus korpuso, matosi nuotraukose.",Kaunas,liepos 18 d.,https://skelbiu.lt//skelbimai/macbook-pro-13-2012-mid-55993343.html
"MacBook Pro 16"" 2.3 / 32gb / 5500m 8gb / 1tb",2 300 €,Būklė: naudota,Naudotas nepilnus meets. Viskas idealiam stovy.,Vilnius,liepos 18 d.,https://skelbiu.lt//skelbimai/macbook-pro-16-2-3-32gb-5500m-8gb-1tb-56267191.html
Viskas veikia tik nera pakrovejo,110 €,Būklė: naudota,,Tauragės r.,liepos 18 d.,https://skelbiu.lt//skelbimai/viskas-veikia-tik-nera-pakrovejo-53893465.html
Apple MacBook pro 15 (2011),230 €,Būklė: naudota,"Parduodamas apple macbook pro 2011 metu, viskas veikia puikiai, bukle taip pat labai gerai, visa informacija nuotraukose.",Vilnius,liepos 18 d.,https://skelbiu.lt//skelbimai/apple-macbook-pro-15-2011-55076541.html
Parduodu MacBook pro 15 su touch bar,1 600 €,Būklė: naudota,"MacBook Pro 15 Touch Bar and Touch ID
Processor: 2,9 GHz Intel Core i7
Storage: 512GB SSD
Memory: 16GB
Graphics: Radeon Pro 560

pirktas: 2017.09.09
Vienas nauduotojas
Pilna komplektacija

Kaina: 1600 eur",Vilnius,liepos 17 d.,https://skelbiu.lt//skelbimai/parduodu-macbook-pro-15-su-touch-bar-51312525.html
"Mac Air 13"" 2017",420 €,Būklė: naudota,9/10  2017m.,Kaunas,liepos 16 d.,https://skelbiu.lt//skelbimai/mac-air-13-2017-56060201.html
title,price,condition,review,city,date,href
"MacBook Pro 13 Retina, i5, 256gb SSD, Late2012",290 €,Būklė: naudota,"Viskas puikiai veikia. Prižiūrėtas, saugotas ir visados laikytas apsauginiame dėkle, tad puikios būklės. Dirba tyliai. Paruoštas pilnam darbui. 2019 m. pakeista baterija. 248 ciklai. Laiko keletą valandų. Įrašytas MS Word, Excel, Powerpoint....",Kaunas,liepos 15 d.,https://skelbiu.lt//skelbimai/macbook-pro-13-retina-i5-256gb-ssd-late2012-54887459.html
"MacBook Pro 13.3"" Retina with Touch Bar Qc i5 1.4G",1 099 €,Būklė: naudota,"Nešiojamas kompiuteris MacBook Pro 13.3"" Retina with Touch Bar QC i5 1.4GHz/8GB/512GB/Intel Iris Plus 645/Space Gray/INT 2020 MXK52ZE/A (2020)
Naudotas, išorinių pažeidimų nera, įbėžimų nera. Kompiuteris pirktas 2020.09 yra galiojanti tarpautinė...",Kaunas,liepos 15 d.,https://skelbiu.lt//skelbimai/macbook-pro-13-3-retina-with-touch-bar-qc-i5-1-4g-53961187.html
Apple MacBook Pro 15 Touchbar,870 €,Būklė: naudota,"I7, 16GB RAM, 256 SSD, 178 baterijos ciklai. 2016 metų modelis.

Visi smulkūs kosmetiniai trūkumai matosi nuotraukose, ekranas be įbrėžimų. 

Komplekte kompiuteris ir pakrovėjas
Galima pažiūrėti Vilniuje, kartais būnu Šiauliuose, arba galiu...",Vilnius,liepos 14 d.,https://skelbiu.lt//skelbimai/apple-macbook-pro-15-touchbar-53355617.html
MacBook Pro 15 2016 Touchbar,770 €,Būklė: naudota,"I7, 256 GB SSD, Radeon Pro 450 2GB ir Intel HD Graphics 530 1,5GB. Korpusas geros būklės, kaina derinama. Baterija nebe taip gerai laiko - 514 ciklu, todel kaina mažesnė. Parduodu, nes darbe davė naują Macbook",Vilnius,liepos 14 d.,https://skelbiu.lt//skelbimai/macbook-pro-15-2016-touchbar-55169273.html
"MacBook Pro 13.3"" Retina su Touch Bar M1 8-core Cp",1 299 €,Būklė: nauja,"Naujas, neišpakuotas. Kaina 1300 Eur

„Apple M1"" lustas suteikia 13 colių „MacBook Pro neįtikėtiną greitį ir galią. Iki 2,8 karto didesnis procesoriaus našumas. Iki 5 kartų didesnis grafikos apdorojimo greitis. Pažangiausias „Apple neuroninis...",Vilnius,liepos 14 d.,https://skelbiu.lt//skelbimai/macbook-pro-13-3-retina-su-touch-bar-m1-8-core-cp-56199563.html
MacBook 12 - inch 256gb,390 €,Būklė: naudota,"Parduodu macbook 12 - inch 256 GB. Puikios būklės, tik vienas kitas įbrėžimas ir tai iš apatinės pusės. Komplekte originlaus pakrovėjas. 1000 baterijos ciklų, jei žiūrėti pagal parametrus charge remanining (mah) 4374, o full charge capacity 4401...",Vilnius,liepos 14 d.,https://skelbiu.lt//skelbimai/macbook-12-inch-256gb-56075025.html
MacBook pro 13 (early 2011),220 €,Būklė: naudota,"Tvarkingai veikiantis kompiuteris.
korpusas 7/10
neoriginalus pakrovejas
Akumuliatorius laiko 1h",Vilnius,liepos 14 d.,https://skelbiu.lt//skelbimai/macbook-pro-13-early-2011-56056291.html
MacBook Air 13-inch 2020,900 €,Būklė: nauja,"Parduodu visiškai naują, neišpakuotą Macbook Air 13-inch kompiuterį Silver spalvos. Pirktas iš Topo centro su čekiais",Šiauliai,liepos 13 d.,https://skelbiu.lt//skelbimai/macbook-air-13-inch-2020-56185581.html
"Apple MacBook pro retina 15"" 2018 Touchbar",1 250 €,Būklė: naudota,"Touch Bar with integrated Touch ID sensor
Space Gray
Retina display
15.4-inch (diagonal) LED-backlit display with IPS technology 2880-by-1800 native resolution at 220 pixels per inch with support for millions of colors
Supported scaled...",Kaunas,liepos 13 d.,https://skelbiu.lt//skelbimai/apple-macbook-pro-retina-15-2018-touchbar-56181359.html
"Parduodu MacBook Pro (13-inch, 2017, 2.3 GHz",400 €,Būklė: naudota,"Parduodu MacBook Pro, Retina ekranas,  (13-inch, 2017, Two Thunderbolt 3 ports) 2.3 GHz Intel Core i5 8 GB 2133 MHz LPDDR3 Intel Iris Plus Graphics 640 1536 MB. 
Tvarkingas.",Vilnius,liepos 13 d.,https://skelbiu.lt//skelbimai/parduodu-macbook-pro-13-inch-2017-2-3-ghz-56174305.html
Parduodu MacBook Air 2020,900 €,Būklė: nauja,"Parduodu visiškai naują, neišpakuotą Macbook Air 13-inch 2020 metų kompiuterį. Pirktas iš Topo centro su garantija.",Šiauliai,liepos 12 d.,https://skelbiu.lt//skelbimai/parduodu-macbook-air-2020-55876183.html
"2018m MacBook Air Gold 1.6ghz 512gb SSD, 16 GB RAM",699 €,Būklė: naudota,"512 gb ssd, 16 gb ram.
Nebegarantinis

Matosi dėvėjimasis:
- ties rankom truputį nusitrynusi spalva
- a ir s klavišai nusitrynę
- prie monitoriaus skilusi apdaila (pats monitoriaus stiklas sveikas)

Battery Cycle Count:	396",Kaunas,liepos 12 d.,https://skelbiu.lt//skelbimai/2018m-macbook-air-gold-1-6ghz-512gb-ssd-16-gb-ram-52080167.html
2018m MacBook Air Space Gray 256gb 8gb Būklė 10/10,720 €,Būklė: naudota,"Labai mažai naudotas 2018 metų macbook air.
Tik 87 baterijos ciklai. Būklė 10/10

Space gray macbook air 13"".
256 GB SSD
8 GB RAM",Kaunas,liepos 12 d.,https://skelbiu.lt//skelbimai/2018m-macbook-air-space-gray-256gb-8gb-bukle-10-10-52160409.html
MacBook Air 13 sidabrinis su M1 procesoriumi,1 050 €,Būklė: nauja,"Parduodu prieš mėnesį įsigytą, praktiškai naują, be jokių defektų ar įbrėžimų, keliskart išbandytą MacBook Air 13 Retina M1 chip/8GB/256GB/Silver/IN.

Pardavimo priežastis: Neprilipo operacinė sistema :)","Vilnius, ...",liepos 11 d.,https://skelbiu.lt//skelbimai/macbook-air-13-sidabrinis-su-m1-procesoriumi-56150623.html
"Parduodu geros būklės iPad pro 2018m 256gb, 11inch",240 €,Būklė: naudota,"Ipad pro (2018) 256Gb, 11inch space grey spalva pilnos komplektacijos be defektu yra keletą įbrėžimų naudotas kalbėti skype ir darbo reikalams",Ignalinos r.,liepos 11 d.,https://skelbiu.lt//skelbimai/parduodu-geros-bukles-ipad-pro-2018m-256gb-11inch-56114703.html
"Naujas Apple MacBook Pro 16, Amd Radeon Pro 5500m",2 100 €,Būklė: nauja,"Parduodamas  naujas neišpakuotas Apple MacBook Pro (16-inch, 16GB RAM, 1TB Storage, 2.3GHz Intel Core i9) - Space Gray, AMD RADEON Pro 5500M",Vilnius,liepos 11 d.,https://skelbiu.lt//skelbimai/naujas-apple-macbook-pro-16-amd-radeon-pro-5500m-53103111.html
MacBook Air 13+ 8gb RAM + nauja baterija!,320 €,Būklė: naudota,"MacBook Air + 8GB RAM + nauja baterija!

Sveiki!
Parduodamas MacBook Air 2012 metų leidimo. Naudotas tik studijoms ir beveik visuomet tik namuose. Kadangi beveik visą laiką buvo pajungtas į elektros tinklą - sugedo baterija. Baterija prieš...",Vilnius,liepos  8 d.,https://skelbiu.lt//skelbimai/macbook-air-13-8gb-ram-nauja-baterija-53000103.html
Mack book air,350 €,Būklė: naudota,Domina keitymas i stacionaru kompiuteri.,Jonavos r.,liepos  8 d.,https://skelbiu.lt//skelbimai/mack-book-air-56092435.html
MacBook Air 13-inch 2019 Gold,500 €,Būklė: naudota,"Kompiuteris pirktas prieš metus, beveik nenaudotas. Garantinis galioja iki 2022 - 08 - 10. Yra KOSMETINIS defektas - dešiniame šone įskilęs ekrano rėmas, tačiau pačiam ekranui nėra daugiau jokios žalos. Kompiuteris veikia puikiai, o parduodamas...",Šiauliai,liepos  7 d.,https://skelbiu.lt//skelbimai/macbook-air-13-inch-2019-gold-55922001.html
"Apple MacBook Pro 15, Mid 2015",999 €,Būklė: naudota,"Be defektų. 
Pakrovejas veikia, baterija laiko.",Vilnius,liepos  7 d.,https://skelbiu.lt//skelbimai/apple-macbook-pro-15-mid-2015-56082117.html
MacBook pro 13 2016 256gb SSD 8gb RAM su deklais,630 €,Būklė: naudota,"Pardudamas puikiai veikiantis macbook pro 2016 su 256GB ssd. kompiuteris labai gero stovio, ne senai buvo pakeistas ekranas pagal garantija (turiu ceki). Yra deze, pakrovejas ir 2 deklai. 
Vilnius Naujamiestis",Vilnius,liepos  5 d.,https://skelbiu.lt//skelbimai/macbook-pro-13-2016-256gb-ssd-8gb-ram-su-deklais-56013955.html
MacBook Air 11 i5,130 €,Būklė: naudota,"Parduodamas, nebenaudojamas Macbook air 11 inch Mid 2011. Būklė labai gera.
Processor: 1.6 Ghz Intel Core i5
Memory 2Gb 1333Mhz DDR3
Graphics Intel HD Graphics 3000 288 Mb
HDD 60gb
Baterijos ciklų skaičius 60.

Minusai, tik kad nėra vieno paduko...",Kaunas,liepos  4 d.,https://skelbiu.lt//skelbimai/macbook-air-11-i5-56030707.html
MacBook Air 13 mid 2013,270 €,Būklė: naudota,"Parduodamas geros būklės, tvarkingas MacBook Air 13-inch mid 2013. Turi smulkių pabraižymų ant apatinės dalies. Viskas veikia, parametrai nuotraukose. Be dėžės, su pakrovėju. Ciklų skaičius - 571.",Vilnius,liepos  3 d.,https://skelbiu.lt//skelbimai/macbook-air-13-mid-2013-54677697.html
Apple Powerbook G4,100 €,Būklė: naudota,"Labai senas, labai seniai nenaudojamas kompiuteris. Nežinome ar įsijungia, nebandėme, nebepamename.
Radome tvarkydamiesi, mielai atsikratytume :) 
Galbūt kažkokiam Apple kolekcionieriui būtų įdomu :)
Taip pat pridėsime ir kompiuterio portfelį...",Vilnius,liepos  2 d.,https://skelbiu.lt//skelbimai/apple-powerbook-g4-55996415.html
title,price,condition,review,city,date,href
MacBook Air kompiuteris,650 €,Būklė: naudota,"Parduodamas labai gerai išlaikytas, mažai naudotas Macbook Air kompiuteris",Vilnius,liepos  1 d.,https://skelbiu.lt//skelbimai/macbook-air-kompiuteris-55974523.html
MacBook pro 2011,300 €,Būklė: naudota,"Pridetas SSD diskas, anksciau buvo keista baterija. Veikia.
Battery Health: Normal",Vilnius,liepos  1 d.,https://skelbiu.lt//skelbimai/macbook-pro-2011-55972833.html
Parduodu MacBook Pro (15-inch Mid 2015),800 €,Būklė: naudota,"Parduodu MacBook Pro (15-inch Mid 2015).

2019m buvo pakeista vidinė baterija į naują, tad kompiuteris veikia nepriekaištingai. Retina modelis, pakrovėjas originalus.

Yra įbrėžimas viename šone, tačiau tai kompiuterio veikimui įtakos nedaro...",Vilnius,birželio 30 d.,https://skelbiu.lt//skelbimai/parduodu-macbook-pro-15-inch-mid-2015-54863831.html
"MacBook Air (13-inch, Early 2014)",300 €,Būklė: naudota,Puikiai veikiantis ir prižiūrėtas. Be defektų. Visi parametrai nuotraukose.,Vilnius,birželio 30 d.,https://skelbiu.lt//skelbimai/macbook-air-13-inch-early-2014-55463185.html
MacBook Retina 12 2017,520 €,Būklė: naudota,"Parduodu Macbook12
Ekranas 12 colių „Retina“
Procesorius 1.2 GHz, dual-core Intel core M3
Atmintis 8GB
Talpa 256GB
Be dežutės. Geros būklės, matosi keli įbrėžimai, veikia puikiai",Vilnius,birželio 30 d.,https://skelbiu.lt//skelbimai/macbook-retina-12-2017-51917441.html
MacBook air,130 €,Būklė: naudota,Tvarkingas 128gb,"Kaišiadorių r., ...",birželio 30 d.,https://skelbiu.lt//skelbimai/macbook-air-55954659.html
MacBook Pro 2019 Touch Bar,800 €,Būklė: naudota,"MacBook Pro 13inch 2019 metu su TouchBar, 128GB.
Kompiuteris mylėtas ir saugotas. Parduodant bus pilnai išvalytas. Kompiuterio specifikacijos matosi nuotraukose. Įkrovimų ciklų skaičius taip pat. Buvo naudojamas pagrinde mokslams.
Kartu prie...",Vilnius,birželio 29 d.,https://skelbiu.lt//skelbimai/macbook-pro-2019-touch-bar-54794509.html
"Pirkčiau MacBook Pro 16 Silver, naują .",450 €,Būklė: nauja,"Sveiki, 
Pirkčiau Macbook Pro 16 Silver, naują , supakuotą su US/ EN klaviatūra, už amerikietišką kainą.","Druskininkai, ...",birželio 29 d.,https://skelbiu.lt//skelbimai/pirkciau-macbook-pro-16-silver-nauja-55932217.html
MacBook Air 2017 13inch,450 €,Būklė: naudota,"Parduodamas nedaug naudotas Apple Macbook Air kompiuteris. Skubiai. Paštu nesiunčiu. Skambinti tel. (8 657) 52 248. Komplektacija pilna, pakrovėjas, dokumentai, dėžė. Menkas pabraižymas ant galo.","Panevėžio r., ...",birželio 29 d.,https://skelbiu.lt//skelbimai/macbook-air-2017-13inch-55926119.html
MacBook Pro 13 Early 2011,240 €,Būklė: naudota,"Intel Core I5-2415M 2C/4T
HDD Hitachi 320GB 
RAM 4GB DDR3 
Ekranas: 13 1280x800
Baterija nauja
Windows10 LT, MacOS High Sierra
SD kortelių skaitytuvas, Display Port, Thunderbolt 3,5 mm Combo Audio
Platesnis pasirinkimas: www.ekobite.lt...",Panevėžys,birželio 28 d.,https://skelbiu.lt//skelbimai/macbook-pro-13-early-2011-55276033.html
MacBook Pro kompiuteris 2011,250 €,Būklė: naudota,"Apple
MacBook Pro
Processor i7
RAM 8gb. Ddr:3
HDD 500gb.
Platesnis pasirinkimas: www.ekobite.lt
Pas mus atliekamas nešiojamųjų ir planšet. kompiuterių gedimų tvarkymas.",Panevėžys,birželio 28 d.,https://skelbiu.lt//skelbimai/macbook-pro-kompiuteris-2011-54494049.html
"MacBook Pro (15-inch, 2017) 256 SSD",600 €,Būklė: naudota,"Buvo nukritus dėl to yra liniją ant ekrano.
Pakeisti ekraną kainuos ~630 eur

serial number: C02TR5EUHTD5
English + Rusų klaviatūra
741 ciklus
256 GB ssd
2.8GHz Core i7
AMD Radeon Pro 550 (2GB)
Pakrovėja veikia normaliai.

MacBookas visiškai...",Klaipėda,birželio 27 d.,https://skelbiu.lt//skelbimai/macbook-pro-15-inch-2017-256-ssd-55550661.html
"MacBook Pro (13-inch, 2017, Two Thunderbolt 3 port",720 €,Būklė: naudota,"Būklė:
 Viskas puikiai veikia.
Keista baterija ir klaviatūra ideale
Yra dėžė.
Pakrovėjas






Keisčiau i nauja MacAir

2,3 GHz Dual-Core Intel Core i5
8 GB 2133 MHz LPDDR3
Intel Iris Plus Graphics 640 1536 MB
250GB SSD",Vilnius,birželio 27 d.,https://skelbiu.lt//skelbimai/macbook-pro-13-inch-2017-two-thunderbolt-3-port-51991945.html
"Apple MacBook Air 13"" su garantija iki 2021-11-21",400 €,Būklė: naudota,"Apple MacBook Air 13"" Early 2015

1,6 GHz Intel Core i5
8GB 
128GB

Su pirkimo dokumentais ir su pratęstu garantiniu, kuris galioja iki 2021-11-21. Turi originalią savo dežutę. 

Turi nežymų nubrozdinimą kampe ir kitų kosmetinių naudojimo žymių....",Vilnius,birželio 25 d.,https://skelbiu.lt//skelbimai/apple-macbook-air-13-su-garantija-iki-2021-11-21-50116355.html
"MacBook Pro 13"" Retina Mid 2014",400 €,Būklė: naudota,"Mid 2014 MacBook Pro Retina 13"", 2,6GHz Intel i5, 8GB RAM

Tikrai geros būklės kompiuteris, veikia sklandžiai, nekaista, niekada nebuvo ardytas/taisytas, negavęs drėgmės. 

- Ekranas apsitrynęs, tačiau naudojant net dienos metu nesimato...",Vilnius,birželio 24 d.,https://skelbiu.lt//skelbimai/macbook-pro-13-retina-mid-2014-55849565.html
MacBook Air (early 2014),319 €,Būklė: naudota,"Mylėtas, kartą gulęsis po lazeriu (ant apačios išskirtinis obuolio logo), ir pasidabinęs geriausio festivalio LT Istorijoje lipduku + buda + šiaip, 159 baterijos ciklus atidirbęs. Vienu pakeistu mygtuku. Tą patį kartą ir dulkės, kurių nebuvo...",Vilnius,birželio 13 d.,https://skelbiu.lt//skelbimai/macbook-air-early-2014-54037803.html
Apple MacBook air,360 €,Būklė: naudota,"Parduodamas macbook air 2012 metų, labai geros būklės ir pakankamai mažai naudotas (238 ciklų) visa informacija nuotraukose dėl daugiau informacijos skambinkite taip pat yra apple diskų skaitytuvas +65€",Kaunas,birželio  7 d.,https://skelbiu.lt//skelbimai/apple-macbook-air-55276065.html
MacBook Pro Retina mid 2015,777 €,Būklė: naudota,"Paskutinis MacBookas su visom reikalingom jungtim

4GB Radeon vaizdo plokste, 512gb ssd (geriausia sio modelio specifikacija)

Tinka darbui su Premiere Pro, Photoshop ir pan

Baterija laiko gerai

Daugiau info:
https://support.apple.com/kb/sp719...","Vilnius, ...",birželio  7 d.,https://skelbiu.lt//skelbimai/macbook-pro-retina-mid-2015-53705645.html
